59:1,6,9,4,6,1,4,4,2,1,1,2,5,3,6,9,5,6,3,2,6,2,6,7,4,7,8,5,1,5
60:6,1,7,1,1,3,8,4,6,3,6,3,1,3,2,9,7,1,2,1,1,4,6,3,5,8,2,1,4,5
61:5,1,5,7,3,6,8,1,7,8,5,7,3,5,1,9,6,4,3,7,2,1,3,6,1,2,5,3,8,4
62:3,2,2,1,8,1,6,9,2,9,2,8,3,3,6,8,7,6,3,4,5,1,8,5,4,8,3,3,2,4
63:3,3,3,1,6,4,4,7,1,3,9,6,7,7,6,7,9,8,2,2,6,3,1,7,5,4,6,9,1,6
64:7,1,5,7,2,3,6,3,2,4,5,4,1,3,3,2,2,7,6,5,3,7,6,6,6,9,4,1,7,5
65:8,4,7,4,4,4,5,1,4,1,6,8,9,3,4,7,5,9,3,5,1,3,2,1,2,3,4,6,1,5
66:1,1,3,3,2,1,3,4,8,5,6,3,4,7,9,3,5,9,9,6,7,9,6,6,1,5,9,6,2,5
67:6,3,9,7,7,9,5,2,4,1,5,6,1,9,3,3,5,7,6,7,2,9,3,2,5,1,1,8,3,7
68:6,9,4,1,5,7,2,1,6,3,5,7,8,6,8,3,5,5,1,5,2,9,3,1,3,2,5,9,7,8
69:8,9,1,3,6,1,8,6,1,8,1,5,7,3,9,1,2,6,2,1,7,7,3,2,7,9,8,7,3,7
70:2,3,7,1,3,1,9,4,5,8,7,2,2,7,4,6,4,7,9,7,7,2,4,8,3,3,6,8,2,5
71:9,3,8,8,4,4,8,6,1,1,5,7,4,6,2,5,7,3,3,4,2,3,1,2,5,9,2,1,2,8
72:5,1,5,7,3,6,8,1,7,8,5,7,3,5,1,9,6,4,3,7,3,1,3,6,1,2,5,3,8,4
73:1,7,1,6,4,1,1,2,6,5,4,4,2,6,3,1,5,5,6,6,3,7,3,7,7,2,6,4,5,3
74:6,6,3,6,8,4,4,2,6,6,1,2,6,9,3,6,1,3,7,8,9,1,9,3,9,6,5,3,9,1
75:6,5,6,7,1,9,6,5,7,9,6,9,1,6,6,7,9,7,2,2,6,6,8,6,2,9,6,5,1,5
76:9,7,6,3,6,6,9,8,9,2,1,9,8,7,8,6,9,9,3,7,4,9,8,4,3,7,3,8,8,7
77:9,6,4,4,4,6,8,2,3,8,5,3,4,1,4,2,8,8,8,9,5,1,7,2,8,3,9,3,9,4
78:8,3,2,2,3,9,4,5,7,9,5,2,7,4,8,5,9,7,2,9,8,9,7,2,4,8,4,5,3,5
79:2,7,8,8,5,8,4,5,3,2,9,7,1,8,2,7,3,2,2,4,6,2,6,7,9,7,6,2,8,1
80:2,3,9,1,2,6,7,9,5,6,9,3,1,6,1,9,4,5,2,2,9,8,8,4,5,2,7,3,5,5
81:7,3,6,4,4,7,6,1,5,6,4,1,8,9,5,4,6,8,5,2,8,7,7,5,2,9,2,4,6,7
82:2,1,7,5,3,1,5,1,3,1,2,1,9,4,7,3,3,6,9,1,4,3,4,9,4,1,4,9,5,8
83:4,8,4,4,1,6,7,2,3,4,2,3,5,5,3,7,6,1,6,5,6,6,5,6,2,6,2,5,3,1
84:5,3,8,1,6,8,6,1,7,8,2,5,7,2,2,1,4,5,9,7,1,5,9,5,9,7,1,7,5,3
85:6,5,8,9,2,7,2,2,5,9,8,2,6,2,4,6,3,4,7,4,3,9,4,1,7,2,7,8,5,2
86:2,1,4,1,8,5,9,1,7,2,7,5,3,6,6,3,2,8,9,6,3,8,4,2,7,9,9,4,3,5
87:7,1,5,7,2,3,6,3,2,4,5,4,1,3,3,2,2,7,6,5,3,8,6,6,6,9,4,1,7,4
88:7,1,3,3,2,2,9,4,6,7,6,9,6,4,4,4,1,9,8,4,2,1,8,2,3,6,6,8,9,5
89:5,6,6,2,4,8,5,6,1,1,7,4,8,8,9,1,9,8,5,6,2,2,9,4,6,2,3,9,9,6
90:9,7,9,7,2,6,5,5,8,1,1,7,1,1,3,2,1,7,8,8,4,2,3,7,9,7,4,2,5,4
91:8,5,9,2,6,4,7,1,8,2,4,8,1,5,3,8,6,3,4,7,8,4,9,5,3,4,2,3,1,6
92:9,1,1,4,8,9,7,5,4,7,4,5,5,4,7,8,9,5,9,1,6,2,9,6,2,1,3,3,6,5
93:9,6,4,4,8,1,6,5,3,5,4,8,2,1,3,9,5,1,3,1,6,1,9,1,8,9,6,4,2,9
94:6,8,4,5,7,6,6,7,1,4,8,8,5,9,6,6,7,6,6,9,1,6,1,2,6,1,7,5,9,8
95:1,6,7,9,9,8,1,5,8,3,2,4,7,9,4,7,2,5,5,9,2,8,9,6,3,6,5,9,5,4
96:3,1,6,9,4,6,9,8,9,6,9,8,2,2,7,8,6,8,6,6,6,2,9,7,6,6,1,1,5,9
97:6,2,5,1,1,5,3,5,9,6,2,6,5,2,1,1,8,2,6,3,8,2,2,1,7,7,3,5,5,6
98:5,9,5,6,8,8,8,7,7,7,4,7,6,3,2,7,9,8,8,2,3,5,1,3,5,6,1,4,9,1
99:6,2,5,1,1,5,3,5,9,6,2,6,5,2,1,1,8,2,6,3,8,2,2,1,7,7,5,5,5,8
100:6,9,9,5,1,9,6,3,8,5,9,9,3,1,6,4,3,9,7,3,8,1,8,4,1,4,1,1,6,2
101:3,4,2,1,7,1,8,6,6,3,7,1,3,1,9,1,7,9,9,2,4,4,7,3,2,5,5,7,9,8
102:3,2,5,2,1,6,3,1,4,9,2,1,2,7,8,5,3,4,6,4,3,8,1,4,7,8,1,8,1,6
103:5,2,2,1,7,2,1,1,8,6,9,5,3,3,7,8,8,6,2,6,2,5,1,3,1,7,9,4,9,9
104:4,7,6,1,9,3,1,2,9,7,4,6,1,2,2,7,3,3,9,8,2,1,5,2,6,8,9,9,9,3
105:4,5,7,2,5,2,7,7,7,5,6,6,4,9,2,5,2,5,1,8,9,6,2,5,7,9,9,2,6,5
106:4,1,2,4,7,9,5,4,8,6,1,1,7,6,3,2,9,6,5,3,3,4,4,3,8,4,4,2,1,2
107:7,1,9,3,6,9,4,4,5,6,9,2,7,7,5,4,2,4,3,6,5,3,1,7,1,4,8,2,5,3
108:8,9,8,4,5,8,2,9,3,7,8,4,9,8,8,1,5,1,8,1,2,8,4,3,5,4,2,1,4,1
109:2,2,7,8,1,6,3,3,9,5,6,6,4,5,3,9,6,1,8,7,1,4,4,2,1,9,3,9,4,8
110:6,5,6,5,8,7,2,6,7,5,9,4,7,3,2,9,6,9,7,9,5,6,9,8,1,7,9,8,4,5
111:8,6,4,8,6,2,1,9,2,6,8,1,2,1,4,5,1,2,2,9,5,5,7,4,9,1,5,9,5,1
112:9,1,3,1,7,2,5,6,2,3,7,7,1,8,1,6,7,9,9,2,8,6,8,2,3,3,4,2,7,7
113:9,6,4,4,4,6,8,2,3,8,5,3,4,1,4,2,8,8,8,9,5,9,7,2,8,3,9,3,9,1
114:8,1,1,9,7,8,1,1,7,5,3,4,7,6,9,4,6,9,7,7,8,7,9,1,1,7,5,8,6,8
115:3,8,5,2,3,8,5,4,3,1,1,5,2,8,2,6,8,8,4,9,2,7,7,4,7,4,3,8,6,1
116:1,9,3,5,1,5,5,1,5,8,3,9,4,4,8,5,5,6,1,7,5,9,3,3,2,7,4,1,8,2
117:5,7,9,3,2,4,3,5,9,4,5,5,1,8,7,8,1,5,8,9,9,3,1,5,3,4,7,8,9,1
118:9,9,9,9,2,9,4,3,5,6,4,9,8,7,6,5,1,1,3,5,8,8,6,3,5,4,1,5,6,6
119:2,5,3,6,4,3,6,2,4,4,6,3,4,7,8,4,5,3,6,9,4,2,1,9,3,7,9,7,1,3
120:5,5,2,1,6,6,2,9,1,2,8,9,3,9,9,9,1,8,3,3,7,4,1,5,4,2,5,2,4,6
121:2,1,4,1,8,5,4,1,7,2,7,5,3,6,6,3,2,8,9,6,3,8,4,2,7,9,9,4,3,5
122:2,6,7,4,9,8,8,6,2,5,8,7,3,5,7,3,9,9,2,9,1,6,2,4,8,6,7,8,9,8
123:6,9,6,7,3,6,1,8,6,8,6,8,9,8,8,1,3,3,7,2,2,2,4,4,5,4,8,6,2,4
124:4,3,5,6,2,9,7,5,1,2,5,1,5,2,6,1,2,9,2,1,1,4,1,3,9,1,8,7,9,2
125:3,1,5,2,5,6,8,9,3,3,9,3,4,7,2,3,7,6,6,8,7,9,2,2,2,4,9,6,7,1
126:6,1,7,1,1,3,8,4,6,3,6,3,1,3,2,9,7,1,2,1,1,4,6,3,5,8,2,1,4,7
127:5,4,8,6,9,9,2,5,1,3,7,7,3,2,1,4,6,8,3,4,5,3,4,8,1,6,5,7,1,9
128:3,3,3,1,6,4,4,7,1,3,9,6,7,7,6,7,9,8,2,2,6,3,1,7,5,4,6,9,1,9
129:8,6,4,8,6,2,1,9,2,6,8,1,2,1,4,5,1,2,2,9,5,5,7,4,8,1,5,9,5,1
130:4,3,5,6,2,9,7,5,1,2,5,1,5,2,6,1,2,9,2,1,7,4,1,3,9,1,8,7,9,2
131:8,7,3,5,8,6,5,9,7,1,5,2,1,3,7,6,6,5,4,1,5,3,5,1,4,6,9,4,5,3
132:7,3,7,5,4,6,9,8,6,3,4,8,2,3,8,3,3,4,7,5,9,4,3,3,6,2,8,7,1,7
133:6,1,1,1,6,7,1,3,5,4,6,8,3,6,4,7,1,1,5,8,7,5,3,7,9,5,2,5,2,1
134:6,5,7,5,7,3,6,2,3,7,9,4,4,5,3,3,7,8,9,1,2,8,2,5,9,8,7,7,7,1
135:2,7,4,6,4,1,3,5,9,9,5,7,7,9,7,3,5,9,9,6,8,3,8,7,9,6,7,5,8,2
136:1,3,3,5,3,9,1,5,4,9,3,2,8,6,4,6,1,1,2,7,9,1,2,5,3,3,7,7,7,9
137:5,3,8,9,4,2,4,3,5,2,2,4,9,4,3,7,4,4,1,4,4,1,8,2,1,1,7,7,4,9
138:7,3,2,1,8,2,3,1,9,4,1,6,3,8,8,2,5,4,7,6,1,6,1,1,8,6,8,6,1,7
139:1,6,4,7,4,7,7,9,6,8,4,7,7,1,1,7,8,5,2,7,4,3,3,1,7,8,1,3,4,9
140:2,2,7,8,1,6,3,3,9,5,6,6,4,5,3,9,6,1,8,7,1,4,4,2,1,9,3,9,4,1
141:6,1,8,5,7,6,6,4,1,8,4,5,2,9,8,9,2,8,6,5,6,6,2,3,8,7,5,8,9,6
142:3,8,6,3,4,6,5,1,5,9,7,5,5,4,7,5,1,1,3,2,8,9,9,9,5,4,3,4,4,1
143:2,2,5,2,5,5,2,3,4,9,9,2,5,2,8,2,1,5,7,5,3,3,6,1,2,2,1,9,5,7
144:4,3,5,8,8,7,2,5,7,6,4,8,2,7,1,5,6,4,6,3,5,8,2,1,5,5,9,9,6,3
145:8,7,9,7,9,2,3,1,3,4,4,1,6,5,9,8,1,9,3,4,8,4,5,9,5,5,4,2,9,7
146:5,4,8,4,1,7,6,4,8,1,3,5,4,7,3,1,3,4,8,5,1,8,3,3,9,8,1,4,6,8
147:5,6,4,5,7,6,9,7,8,9,2,1,3,6,4,6,8,2,2,7,4,3,1,3,5,2,5,8,2,4
148:3,4,2,8,5,8,6,1,6,2,4,5,1,7,5,9,8,1,9,6,7,7,3,5,6,6,4,6,3,1
149:4,1,6,9,4,2,6,7,7,1,9,4,7,8,1,9,1,7,4,1,5,8,5,7,2,2,8,9,5,4
150:4,2,7,7,5,9,6,4,3,2,4,2,7,9,9,6,2,7,4,8,1,1,6,5,6,6,4,2,2,8
151:6,1,1,1,6,7,1,3,5,4,6,8,3,6,4,7,1,1,5,7,7,5,3,7,9,5,2,5,2,1
152:3,2,3,1,7,3,9,4,9,9,5,2,6,8,7,2,1,2,6,5,4,8,3,8,7,4,6,1,8,4
153:9,7,4,2,6,2,3,4,2,9,8,7,7,7,3,8,4,1,4,4,3,5,8,9,1,8,3,1,7,5
154:8,5,8,5,1,9,1,2,1,6,4,4,5,1,3,1,7,3,1,6,2,7,3,7,8,1,5,1,7,5
155:2,1,6,4,2,5,2,2,7,9,8,2,5,6,5,7,2,5,5,1,6,1,3,4,1,2,8,9,7,4
156:5,1,1,4,2,3,3,1,6,6,2,1,5,9,6,8,1,3,7,3,9,4,9,6,1,1,3,8,2,8
157:7,9,1,4,8,7,2,2,3,3,3,6,6,2,2,4,7,4,5,6,8,9,7,6,7,6,1,2,5,2
158:3,8,5,2,3,8,5,4,3,1,8,5,2,8,2,6,8,8,4,9,2,7,7,4,7,4,3,8,6,1
159:9,3,3,9,4,1,5,5,6,1,4,3,1,7,1,5,6,2,6,3,2,8,7,5,6,7,8,7,7,9
160:3,2,3,1,7,3,9,4,9,9,5,2,6,8,7,2,1,2,8,5,4,8,3,8,7,4,6,1,8,4
161:2,4,1,9,6,4,2,6,3,8,4,7,1,4,4,6,6,9,5,5,1,1,8,2,9,2,3,5,7,6
162:4,1,8,4,5,6,1,1,4,1,7,6,3,6,2,3,4,3,9,9,3,1,8,1,5,8,7,9,6,9
163:7,1,9,6,5,5,2,4,2,3,6,6,1,7,4,6,4,6,1,9,4,2,8,4,8,3,6,2,6,3
164:9,5,6,4,7,6,5,9,6,1,6,6,2,1,1,2,3,9,9,1,1,4,3,2,8,6,2,9,6,2
165:8,7,9,2,2,6,1,7,3,9,2,6,7,6,9,1,1,9,3,4,3,4,2,4,1,6,1,7,2,4
166:7,6,4,5,1,8,8,4,3,1,7,4,4,9,3,7,3,7,4,5,1,2,5,5,1,9,7,9,1,3
167:8,9,1,3,6,1,8,6,1,8,1,5,7,3,9,1,2,6,2,1,7,7,3,2,7,9,8,7,3,7
168:7,9,7,1,9,7,7,4,8,7,1,5,1,5,7,6,9,7,3,7,2,5,4,2,4,7,6,6,5,7
169:9,9,9,9,2,9,4,3,5,6,4,9,8,7,6,5,1,1,3,5,8,8,6,3,5,4,1,5,6,6
170:7,4,6,5,3,6,9,5,6,2,8,3,1,8,1,3,8,6,5,1,4,4,9,5,7,9,6,3,1,9
171:6,9,4,1,5,7,2,1,6,3,5,7,8,6,8,3,5,5,1,5,2,9,3,1,3,2,5,9,7,3
172:7,9,1,7,5,2,1,4,7,8,1,1,3,2,3,2,6,1,9,1,6,3,1,9,7,8,2,9,6,8
173:9,3,8,8,4,4,8,1,1,1,5,7,4,6,2,5,7,3,3,4,2,3,1,2,5,9,2,1,2,8
174:7,5,3,9,1,3,6,7,3,7,1,1,7,5,7,2,3,5,1,5,6,5,4,5,7,1,6,9,5,7
175:5,5,3,2,5,8,2,5,2,2,9,4,9,9,1,6,2,9,3,5,3,9,5,7,7,8,8,4,4,7
176:1,9,9,4,5,6,9,7,6,4,3,6,5,4,2,3,3,1,6,7,1,8,3,4,4,8,1,6,5,5
177:3,7,7,5,5,8,5,2,9,6,7,3,4,7,2,7,7,2,4,3,5,8,7,4,4,8,9,4,1,3
178:3,4,2,4,9,1,2,3,7,4,4,9,3,5,5,9,5,5,2,3,5,6,8,5,6,8,3,4,6,6
179:9,2,4,4,1,8,8,2,6,6,1,8,1,4,2,7,1,9,6,8,8,3,5,7,6,7,4,5,9,1
180:1,8,6,1,8,2,8,1,7,5,9,1,8,8,9,5,2,6,3,6,8,6,3,2,3,9,6,8,2,1
181:1,6,4,7,4,7,7,9,6,8,4,7,7,1,1,7,8,5,2,7,4,3,3,1,7,8,1,7,4,9
182:5,1,5,9,1,3,9,5,5,3,1,3,1,6,6,5,7,3,5,3,7,3,2,4,8,8,8,4,8,3
183:4,5,7,2,5,2,7,7,7,5,6,6,4,9,2,5,2,5,1,8,9,6,2,5,7,9,9,2,6,5
184:1,6,7,2,4,2,3,7,5,7,4,4,3,1,9,3,4,6,8,6,1,6,4,8,4,7,1,5,6,5
185:7,3,7,5,6,1,2,3,8,8,3,6,7,4,5,5,3,2,7,2,3,9,8,3,2,4,5,4,9,2
186:5,5,3,9,1,3,6,7,3,7,1,1,7,5,7,2,3,5,1,5,6,5,4,5,7,1,6,9,5,2
187:7,5,2,1,6,6,2,9,1,2,8,9,3,9,9,9,1,8,3,3,7,4,1,5,4,2,5,2,4,6
188:9,5,5,9,3,6,8,9,3,4,8,4,5,7,6,8,1,6,8,1,5,3,8,2,1,9,4,5,6,5
189:3,4,6,7,2,4,8,5,4,3,7,1,1,6,7,9,5,7,2,1,3,9,9,6,3,9,9,4,2,3
190:2,8,4,1,5,7,3,1,8,9,9,6,4,7,3,3,6,9,4,7,7,9,7,3,5,3,1,5,5,8
191:9,9,1,6,7,8,7,5,4,1,9,1,3,7,8,8,4,6,6,8,6,4,6,3,8,8,3,9,2,3
192:3,8,5,2,3,8,5,4,3,1,1,5,2,8,2,6,8,8,4,9,2,7,7,4,7,4,3,8,6,5
193:2,6,4,8,6,1,3,3,8,9,7,9,1,7,9,1,9,1,6,4,4,2,2,4,8,5,7,1,5,2
194:3,1,8,9,9,7,8,1,3,1,1,8,8,5,9,3,8,5,3,8,1,2,1,5,3,5,5,8,7,1
195:7,3,6,4,4,7,6,1,5,6,4,1,8,9,5,4,6,8,5,2,8,7,7,5,2,9,2,4,6,6
196:3,5,1,7,2,5,9,3,4,3,5,5,7,3,4,6,6,9,5,8,9,7,6,5,5,8,8,5,8,8
197:5,7,2,7,5,4,4,4,4,7,2,3,1,7,9,2,8,3,2,7,8,4,3,8,2,6,4,2,7,6
198:4,4,8,8,7,7,3,8,8,2,2,7,5,6,7,5,2,2,1,9,4,6,9,2,2,1,8,5,3,5
199:8,9,7,5,2,3,7,6,2,3,4,5,3,2,1,4,1,4,8,2,5,7,7,2,5,7,9,7,9,8
200:5,4,5,3,7,8,8,7,1,6,8,3,1,5,8,7,8,2,2,2,7,2,1,8,9,4,3,7,8,8
201:7,3,6,4,4,7,6,1,5,6,4,3,8,9,5,4,6,8,5,2,8,7,7,5,2,9,2,4,6,7
202:7,9,2,7,9,5,1,8,5,4,9,4,1,1,5,3,6,4,9,6,7,2,7,5,5,6,9,4,8,6
203:5,2,2,1,7,2,1,1,8,6,9,5,3,3,7,8,8,6,2,6,2,5,1,3,1,7,9,4,9,8
204:7,4,2,7,2,6,8,2,3,6,6,5,3,4,1,2,5,7,6,3,8,5,7,1,4,1,4,4,6,5
205:8,6,4,8,6,2,1,9,2,6,8,1,2,1,4,5,1,2,2,9,5,5,7,4,8,1,5,9,5,9
206:3,9,8,4,4,7,7,7,4,2,9,9,1,3,8,2,8,7,8,4,6,5,4,9,1,6,1,2,6,5
207:3,6,6,5,8,7,5,4,5,6,7,1,9,3,7,6,5,6,3,2,9,1,1,1,8,1,7,7,6,3
208:6,4,9,1,4,6,4,8,2,3,4,7,5,6,4,2,2,1,6,9,8,3,1,1,7,6,6,5,4,2
209:4,7,3,3,2,9,7,2,8,7,5,3,6,4,6,7,5,3,6,4,7,3,6,8,7,6,3,5,5,2
210:5,1,8,2,5,9,9,1,2,7,8,9,7,7,9,8,8,5,2,3,7,3,4,6,4,4,5,7,3,5
211:8,9,3,6,3,6,7,6,7,8,8,3,5,1,8,1,5,3,3,3,4,3,7,8,2,1,3,3,8,9
212:4,2,7,8,5,6,1,8,5,1,3,3,3,8,6,2,4,9,6,3,5,3,8,5,5,1,2,2,2,1
213:1,3,5,5,4,2,8,8,7,7,2,3,9,6,2,9,2,9,6,6,6,8,9,3,1,8,5,4,9,9
214:4,2,1,6,5,4,4,6,9,6,7,1,2,6,1,6,2,5,6,8,4,5,2,4,9,9,6,6,2,9
215:5,5,4,3,3,6,3,2,5,2,7,5,9,4,4,7,4,3,2,6,8,7,3,8,9,9,5,3,7,1
216:3,8,3,7,5,7,9,1,1,9,1,3,6,3,2,6,3,1,8,3,8,6,4,1,3,1,1,3,6,6
217:8,9,8,4,5,8,2,9,3,7,8,4,9,8,8,1,5,1,8,1,2,8,4,3,5,4,2,1,4,9
218:1,1,5,9,1,8,4,1,8,1,2,1,6,5,7,4,2,4,1,8,8,5,5,2,2,7,1,3,2,7
219:6,5,1,3,2,6,9,5,6,8,3,4,8,4,8,7,5,3,8,7,8,9,9,1,1,1,6,6,8,5
220:2,6,4,8,6,1,3,3,8,9,7,9,1,7,9,1,9,1,6,4,4,2,2,4,8,5,7,1,5,9
221:7,1,1,2,8,1,8,5,1,2,1,5,3,8,2,5,2,5,5,1,7,3,6,7,8,5,6,4,1,6
222:6,6,9,8,8,6,3,8,2,8,8,6,9,8,2,3,4,9,6,9,7,5,7,4,3,2,7,3,8,7
223:2,2,3,4,7,5,5,2,5,8,9,8,1,2,5,5,1,1,6,3,9,2,9,1,8,2,4,4,8,5
224:9,7,2,5,2,5,3,3,9,1,1,7,7,7,7,7,1,2,4,3,3,8,2,8,6,3,3,2,8,6
225:3,6,6,5,8,7,5,4,5,6,7,1,9,3,7,6,5,6,3,2,9,1,1,1,8,1,7,7,6,8
